[1.64674646 0.90975512],1
[0.99788354 0.8095946 ],1
[-1.02783533  2.05993804],1
[-1.71302993  1.19433698],1
[-0.88057651 -0.29784405],0
[1.39267203 2.13927279],1
[-1.42933694  1.5964027 ],1
[ 1.14345431 -0.31329758],1
[ 1.67727226 -0.12418733],0
[ 0.83072146 -1.50738934],0
[-0.7294361   2.27866866],1
[-1.98081777  1.04538116],1
[ 1.15130833 -2.08136039],0
[ 1.87969153 -1.01269174],0
[-1.13798331 -0.96170223],0
[ 1.94372669 -1.76245359],0
[-1.39845061  1.64225127],1
[-1.43523772  1.23327427],1
[ 2.16459067 -1.35845343],0
[-1.8729307  -2.35231772],0
[ 1.44681338 -1.2224623 ],0
[ 1.76541363 -2.01657589],0
[-0.95672696  2.00689367],1
[-0.86781368 -0.31206808],0
[0.88562598 1.89734773],1
[-1.95036823  0.96295629],1
[1.35923598 0.7590116 ],1
[-1.28188945  1.85375232],1
[1.86392283 1.53307624],1
[-2.23997274  1.15748408],1
[-1.08374801 -0.68445398],0
[-1.38818445 -1.32627158],0
[-1.67300078 -1.93479384],0
[-1.69496413 -1.93062711],0
[-0.35334102  2.7868034 ],1
[ 0.92297184 -2.87112988],0
[1.7004193  0.93445015],1
[2.42535629 1.80417864],1
[-0.78160031 -0.28582457],0
[-0.7695562   2.80521723],0
[ 0.84412624 -1.93944972],0
[-1.0182715  -0.48847208],0
[-1.65715469 -1.71901167],0
[2.11991974 0.6213378 ],0
[1.8028291  2.35173052],1
[ 1.67255428 -2.48273117],0
[-1.18136829 -0.84300656],0
[ 1.26274028 -2.63523265],0
[ 1.11984751 -2.00521271],0
[2.24235425 3.70801154],1
[ 1.14267389 -2.36638812],0
[ 1.14419679 -1.28541975],0
[0.00570059 2.98074224],1
[ 1.52619883 -2.90650846],0
[-2.04046267  1.09540162],1
[-2.30891468 -3.02050416],0
[1.56023263 1.47542115],0
[-0.87338145  1.75095867],1
[-1.9524588   1.21187114],1
[-1.24696313 -1.21771622],0
[-1.17659058  1.57716273],1
[ 1.1599489  -0.94961817],0
[-1.83816689 -2.13290433],0
[-1.56625963 -1.52207556],0
[0.92375106 1.86300924],1
[-1.57962181 -1.70162281],0
[1.65817414 2.04092811],1
[-1.29050581  1.51165959],1
[ 1.21792808 -0.95326141],0
[-1.48734242  2.64850024],1
[-1.00867683  2.34664027],1
[ 1.66282905 -0.82426986],0
[-0.98977506 -0.58026727],0
[-1.00040027 -0.48677822],0
[ 1.4346362  -1.52867319],0
[ 1.18633818 -3.04574373],0
[2.93716663 1.45926193],1
[ 1.91638421 -0.1157468 ],1
[ 1.54140003 -1.24832256],0
[ 1.44223968 -1.11095455],0
[2.13330231 0.90193937],1
[-0.5990643   2.20318464],1
[-1.56610936  1.21211396],1
[-0.98536547  1.63771584],1
[-0.33626463  1.00756894],1
[-2.72871627  0.42170409],1
[-1.88473787 -2.36573225],0
[-0.49856719  2.68729223],1
[ 0.7068464  -1.35995147],0
[2.0423606  0.50030097],1
[ 1.81268117 -0.83757154],0
[ 1.69195271 -1.89562198],0
[-1.52966248 -1.60263501],0
[-1.65563702 -1.67091219],0
[-2.1842114   0.33736763],1
[ 1.11409564 -0.43402829],0
[ 1.74274795 -1.61071366],0
[-1.51918601  0.97891273],1
[-1.74121993 -1.72013666],0
[-1.49307422  1.71333076],1
[ 0.31789556 -0.12259629],1
[3.29943679 1.86039682],1
[1.15678702 2.55098892],1
[ 1.20211045 -1.94227889],0
[-1.10767515  1.98492528],1
[-1.59839969 -1.82825286],0
[-1.54644485  1.57061666],1
[2.43839648 1.16884984],1
